"id","created","name","position","foot","height","weight","dob","cityob","countryob","nt","club","age"
"a48635b8","2021-12-30 16:29:32","Viljami Sinisalo","GK",NULL,190,79,"October 11, 2001","Espoo","Finland",NULL,"Aston Villa",20
"a4948e67","2021-12-30 16:55:03","M'Bala Nzola","FW-MF","78% Left",185,80,"August 18, 1996","Troyes","France","Angola","Spezia",25
"a496d4a2","2021-12-30 16:13:11","Justin Smith","MF",NULL,189,71,"February 4, 2003","Paris","France",NULL,"Nice",18
"a4971d84","2021-12-30 16:09:12","Djené","DF (CB-FB, right)","77% Right",178,71,"December 31, 1991","Dapaong","Togo","Togo","Getafe",29
"a4995f48","2021-12-30 16:07:43","Sergio Herrera","GK","96% Right",192,82,"June 5, 1993","Miranda de Ebro","Spain",NULL,"Osasuna",28
"a4ac4b8f","2021-12-30 16:26:57","Willy Boly","DF (CB)","85% Right",195,81,"February 3, 1991","Melun","France","Côte d'Ivoire","Wolverhampton Wanderers",30
"a4b00319","2021-12-30 16:08:14","Javi Galán","DF-MF (FB, left)","94% Left",172,64,"November 19, 1994","Badajoz","Spain",NULL,"Celta Vigo",27
"a4b1028a","2021-12-30 16:13:47","Hamari Traoré","DF (FB, right)","88% Right",175,64,"January 27, 1992","Bamako","Mali","Mali","Rennes",29
"a4e85758","2021-12-30 16:48:39","Igor","DF","91% Left",185,80,"February 7, 1998","Bom Sucesso","Brazil",NULL,"Fiorentina",23
"a4effc55","2021-12-30 16:35:25","Dan-Axel Zagadou","DF (CB, left)","84% Left",196,90,"June 3, 1999","Créteil","France",NULL,"Dortmund",22
"a4fe8cda","2021-12-30 16:49:45","Patrick Cutrone","FW","83% Right",183,71,"January 3, 1998","Como","Italy","Italy","Empoli",23
"a5296e55","2021-12-30 16:45:56","Piotr Zieliński","MF (AM-CM)","75% Right",180,75,"May 20, 1994","Ząbkowice Śląskie","Poland","Poland","Napoli",27
"a53649b7","2021-12-30 16:24:36","Eddie Nketiah","FW","85% Right",175,66,"May 30, 1999","Lewisham","England",NULL,"Arsenal",22
"a53b661f","2021-12-30 16:36:55","Ihlas Bebou","FW-MF (AM)","91% Right",183,72,"April 23, 1994","Sokodé","Togo","Togo","Hoffenheim",27
"a5420709","2021-12-30 16:34:52","Malik Tillman","MF","Right",186,77,"May 28, 2002","Nuremberg","Germany",NULL,"Bayern Munich",19
"a5549ec1","2021-12-30 16:13:16","Luan Peres Petroni","DF (CB, left)","91% Left",NULL,NULL,"July 19, 1994","São Paulo","Brazil",NULL,"Marseille",27
"a55d8df5","2021-12-30 16:02:03","Aitor Ruibal","FW-MF","90% Right",176,71,"March 22, 1996","Manresa","Spain",NULL,"Real Betis",25
"a56da3ba","2021-12-30 16:07:54","Juan Cruz Armada","DF (FB, left)","87% Left",182,77,"July 28, 1992","Madrid","Spain",NULL,"Osasuna",29
"a572e291","2021-12-30 16:43:18","Orel Mangala","MF (DM)","86% Right",178,78,"March 18, 1998","Brussels","Belgium",NULL,"Stuttgart",23
"a58bb1e1","2021-12-30 16:00:49","Gareth Bale","FW-MF (AM-WM)","91% Left",185,74,"July 16, 1989","Cardiff","Wales","Wales","Real Madrid",32
"a5bea1fb","2021-12-30 16:44:17","Timothy Tillman","MF","81% Right",183,74,"January 4, 1999","Nuremberg","Germany",NULL,"Greuther Fürth",22
"a5ca9127","2021-12-30 16:25:16","Conor Coventry","MF","Right",177,69,"March 25, 2000","London","England",NULL,"Peterborough United",21
"a5ce09f2","2021-12-30 16:38:35","Kevin Möhwald","MF (AM-DM)","94% Right",183,77,"July 3, 1993","Kreisfreie Stadt Erfurt","Germany",NULL,"Union Berlin",28
"a5db0bec","2021-12-30 16:18:07","Houssem Aouar","FW-MF (CM, left)","91% Right",175,70,"June 30, 1998","Lyon","France","France","Lyon",23
"a5ec3ede","2021-12-30 16:39:25","Alexander Hack","DF (CB)","89% Left",193,83,"September 8, 1993","Memmingen","Germany",NULL,"Mainz 05",28
"a6103274","2021-12-30 16:02:40","Randy Ntekja","FW-MF","Left",189,NULL,"December 6, 1997","Paris","France",NULL,"CF Fuenlabrada",24
"a6154613","2021-12-30 16:03:06","Luis Suárez","FW","79% Right",182,85,"January 24, 1987","Salto","Uruguay","Uruguay","Atlético Madrid",34
"a62f8bf1","2021-12-30 16:13:55","Kamaldeen Sulemana","FW-MF","84% Right",175,70,"February 15, 2002","Techiman","Ghana","Ghana","Rennes",19
"a634b9d2","2021-12-30 16:16:04","Jérémy Pied","DF-FW-MF (FB-WM, right)","90% Right",173,69,"February 23, 1989","Grenoble","France",NULL,"Lille",32
"a6536561","2021-12-30 16:03:33","Giuliano Simeone","FW",NULL,NULL,NULL,"December 18, 2002","Argentina","Argentina",NULL,"Atlético Madrid",19
"a65c844b","2021-12-30 16:24:18","Nuno Tavares","DF","82% Left",184,79,"January 26, 2000","Portugal","Portugal",NULL,"Arsenal",21
"a65ce836","2021-12-30 16:35:22","Emre Can","DF-MF (CM-DM)","79% Right",184,74,"January 12, 1994","Frankfurt am Main","Germany","Germany","Dortmund",27
"a671316d","2021-12-30 16:15:03","Wilson Isidor","FW","Right",179,60,"August 27, 2000","Rennes","France",NULL,"Monaco",21
"a6951bf8","2021-12-30 16:05:44","Francis Coquelin","DF-MF (CM-DM-FB)","87% Right",178,74,"May 13, 1991","Laval","France",NULL,"Villarreal",30
"a69cc629","2021-12-30 16:53:49","Kristoffer Askildsen","MF","Right",190,81,"January 9, 2001","Oslo","Norway","Norway","Sampdoria",20
"a69e4806","2021-12-30 16:46:06","Hirving Lozano","FW-MF (AM-WM, right)","94% Right",177,70,"July 30, 1995","Mexico City","Distrito Federal","Mexico","Napoli",26
"a6b6fa6e","2021-12-30 16:21:43","Mickael Nade","DF","89% Left",187,73,"March 4, 1999","Sarcelles","France",NULL,"Saint-Étienne",22
"a6c58494","2021-12-30 16:43:41","Naouirou Ahamada","MF","Right",183,76,"March 29, 2002","Marseille","France",NULL,"Stuttgart",19
"a6de370d","2021-12-30 16:01:39","Sergio Canales","FW-MF (AM-CM)","91% Left",176,65,"February 16, 1991","Santander","Spain","Spain","Real Betis",30
"a6de6361","2021-12-30 16:26:27","Tom Heaton","GK","96% Right",187,85,"April 15, 1986","Chester","England","England","Manchester United",35
"a70b8345","2021-12-30 16:38:40","Frederik Rønnow","GK","90% Right",188,76,"August 4, 1992","Horsens","Denmark","Denmark","Union Berlin",29
"a712ca2b","2021-12-30 16:25:00","Issa Diop","DF (CB)","85% Right",194,90,"January 9, 1997","Toulouse","France",NULL,"West Ham United",24
"a731e8a0","2021-12-30 16:28:18","Haydon Roberts","DF","Left",182,77,"May 10, 2002","England","United Kingdom",NULL,"Brighton & Hove Albion",19
"a73c8f95","2021-12-30 16:36:28","Edmond Tapsoba","DF (CB, left)","86% Right",190,80,"February 2, 1999","Ouagadougou","Burkina Faso","Burkina Faso","Leverkusen",22
"a7416105","2021-12-30 16:11:20","Pedro Benito","FW",NULL,182,70,"March 27, 2000","Cadiz","Spain",NULL,"Cádiz",21
"a7813ac4","2021-12-30 16:39:44","Daniel Brosinski","DF-MF (FB, right)","92% Right",178,65,"July 17, 1988","Karlsruhe","Germany",NULL,"Mainz 05",33
"a796492f","2021-12-30 16:54:48","Nicolas Galazzi","FW","Left",174,NULL,"December 18, 2000","Pavia","Italy",NULL,"Triestina",21
"a79abd8b","2021-12-30 16:29:30","Filip Marshall","GK",NULL,NULL,NULL,"April 24, 2003","England","United Kingdom",NULL,"Aston Villa",18
"a7a9d95a","2021-12-30 16:05:46","Paco Alcácer","FW","82% Right",176,71,"August 30, 1993","Torrent","Spain","Spain","Villarreal",28
"a7cf1541","2021-12-30 16:27:03","Christian Marques","DF","Right",187,75,"January 15, 2003","Uster","Switzerland",NULL,"Wolverhampton Wanderers",18
"a8090a41","2021-12-30 16:40:28","Sidney Raebiger","MF",NULL,NULL,NULL,"April 17, 2005","Freiberg","Germany",NULL,"RB Leipzig",16
"a81f33b5","2021-12-30 16:21:13","Ousmane Ba","GK","Right",185,72,"June 6, 2002","Rufisque","Senegal",NULL,"Metz",19
"a83d8b0c","2021-12-30 16:08:05","Javier Ontiveros","MF","88% Right",172,70,"September 9, 1997","Marbella","Spain",NULL,"Osasuna",24
"a84f9a4b","2021-12-30 16:21:28","Jérôme Hergault","DF (FB, right)","90% Right",185,80,"April 5, 1986","Montmorency","France",NULL,"Lorient",35
"a8542814","2021-12-30 16:03:26","Héctor Herrera","MF (CM-DM)","85% Right",180,72,"April 19, 1990","Tijuana","Estado de Baja California","Mexico","Atlético Madrid",31
"a8567629","2021-12-30 16:36:23","Mitchel Bakker","DF (FB, left)","88% Left",185,80,"June 20, 2000","Purmerend","Netherlands",NULL,"Leverkusen",21
"a87ec807","2021-12-30 16:45:09","Mattia Sangalli","MF","Right",NULL,NULL,"February 27, 2002","Milan","Italy",NULL,"Internazionale",19
"a8a3d139","2021-12-30 16:29:21","Jed Steer","GK","Left",188,89,"September 23, 1992","Norwich","England",NULL,"Aston Villa",29
"a8a874f1","2021-12-30 16:47:13","Manuel Locatelli","MF (CM-DM)","79% Right",186,75,"January 8, 1998","Lecco","Italy","Italy","Juventus",23
"a8c0acb7","2021-12-30 16:30:16","Kristoffer Ajer","DF-MF (CB)","93% Right",196,84,"April 17, 1998","Rælingen","Norway","Norway","Brentford",23
"a8c19eb8","2021-12-30 16:32:26","Nathan Collins","DF","Right",193,81,"April 30, 2001","Leixlip","Republic of Ireland","Republic of Ireland","Burnley",20
"a8d4428b","2021-12-30 16:33:56","Josh Sargent","FW","79% Right",180,79,"February 20, 2000","O'Fallon","Missouri","United States","Norwich City",21
"a8db7ebb","2021-12-30 16:38:37","Sebastian Griesbeck","DF-MF (CB-CM-DM)","72% Right",188,82,"October 3, 1990","Ulm","Germany",NULL,"Greuther Fürth",31
"a8ee54ad","2021-12-30 16:37:40","Kristijan Jakić","MF","91% Right",181,75,"May 14, 1997","Split Opcina","Croatia","Croatia","Eintracht Frankfurt",24
"a8f21b9f","2021-12-30 16:48:13","Carles Pérez","FW-MF","91% Left",172,66,"February 16, 1998","Granollers","Spain",NULL,"Roma",23
"a92ab7be","2021-12-30 16:35:41","Mark Flekken","GK","78% Right",194,86,"June 13, 1993","Gemeente Kerkrade","Netherlands",NULL,"Freiburg",28
"a93b6f4e","2021-12-30 16:38:24","Paul Jaeckel","DF","78% Right",188,80,"July 22, 1998","Eisenhüttenstadt","Germany",NULL,"Union Berlin",23
"a952a529","2021-12-30 16:04:01","Julen Lobete","FW","Right",178,71,"September 18, 2000",NULL,NULL,NULL,"Real Sociedad",21
"a96103b2","2021-12-30 16:07:40","Bryan Zaragoza","MF",NULL,NULL,NULL,"January 1, 2001",NULL,NULL,NULL,"Granada",20
"a96e5dc0","2021-12-30 16:51:42","Jeremy Toljan","DF-MF (CB-FB, right)","89% Right",182,71,"August 8, 1994","Stuttgart","Germany",NULL,"Sassuolo",27
"a98f3cbf","2021-12-30 16:08:37","Miguel Baeza","MF","Right",177,65,"March 27, 2000","Cordova","Spain",NULL,"Celta Vigo",21
"a99138af","2021-12-30 16:14:52","Jean Lucas","MF","92% Right",181,78,"June 22, 1998","Rio de Janeiro","Brazil",NULL,"Monaco",23
"a99da9ec","2021-12-30 16:19:57","Pierre-Yves Hamel","FW","Right",183,65,"February 3, 1994","Brest","France",NULL,"Clermont Foot",27
"a9a6fc08","2021-12-30 16:36:09","Benjamin Uphoff","GK","Both",192,78,"August 8, 1993","Burghausen","Germany",NULL,"Freiburg",28
"a9aa0d1d","2021-12-30 16:46:57","Aleksei Miranchuk","FW-MF (AM)","87% Left",182,74,"October 17, 1995","Slavyansk-na-Kubani","Russia","Russia","Atalanta",26
"a9ab3b32","2021-12-30 16:11:53","Pablo Cuñat","GK","Left",188,81,"April 28, 2002","Valencia","Spain",NULL,"Levante",19
"a9dc785c","2021-12-30 16:04:35","Neto","GK","96% Right",193,84,"July 19, 1989","Araxá","Brazil","Brazil","Barcelona",32
"a9eaccda","2021-12-30 16:56:46","Simone Aresti","GK",NULL,190,72,"March 15, 1986","Carbonia","Italy",NULL,"Cagliari",35
"a9ee9b0f","2021-12-30 16:10:17","Lluis Andreu","GK","Right",189,77,"July 27, 1999","Barcelona","Spain",NULL,"Elche",22
"aa0ac32d","2021-12-30 16:11:33","Óscar Duarte","DF (CB)","76% Right",184,73,"June 3, 1989","Masaya","Nicaragua","Costa Rica","Levante",32
"aa25ce92","2021-12-30 16:56:42","Adam Obert","DF","Left",186,NULL,"August 23, 2002","Bratislava","Slovakia",NULL,"Cagliari",19
"aa5322d5","2021-12-30 16:56:45","Giorgio Altare","DF",NULL,NULL,NULL,"August 9, 1998",NULL,NULL,NULL,"Cagliari",23
"aa54ec6f","2021-12-30 16:24:27","Pablo Marí","DF (CB)","87% Left",191,77,"August 31, 1993","Valencia","Spain",NULL,"Arsenal",28
"aa5a409a","2021-12-30 16:41:42","Raman Chibsah","MF (CM, right)","94% Right",178,75,"March 10, 1993","Accra","Ghana","Ghana","Bochum",28
"aa677a35","2021-12-30 16:11:04","Álex Fernández","DF-MF (AM)","79% Right",180,74,"October 15, 1992","Madrid","Spain",NULL,"Cádiz",29
"aa81d8f8","2021-12-30 16:24:39","Karl Jakob Hein","GK","Right",193,81,"April 13, 2002","Põlvamaa","Estonia","Estonia","Arsenal",19
"aa849a12","2021-12-30 16:31:07","Jack Harrison","FW-MF (AM, left)","73% Left",175,70,"November 20, 1996","Stoke-on-Trent","England",NULL,"Leeds United",25
"aa8e289e","2021-12-30 16:25:06","Nikola Vlašić","FW-MF (AM)","78% Right",178,76,"October 4, 1997","Split Opcina","Croatia","Croatia","West Ham United",24
"aad48be9","2021-12-30 16:40:33","Niklas Stark","DF-MF (CB-DM, right)","93% Right",189,74,"April 14, 1995","Neustadt an der Aisch","Germany","Germany","Hertha BSC",26
"aad53e64","2021-12-30 16:07:53","Kike Barja","MF","70% Right",178,69,"April 1, 1997","Noáin","Spain",NULL,"Osasuna",24
"aad56ca3","2021-12-30 16:12:47","Amine Gouiri","FW","95% Right",180,72,"February 16, 2000","Bourgoin-Jallieu","France",NULL,"Nice",21
"aae9d04a","2021-12-30 16:52:11","Davide Faraoni","DF-MF (CB-DM-FB, right)","88% Right",180,71,"October 25, 1991","Bracciano","Italy",NULL,"Verona",30
"ab070c55","2021-12-30 16:28:38","Christian Benteke","FW","91% Right",190,83,"December 3, 1990","Kinshasa","Congo DR","Belgium","Crystal Palace",31
"ab096c6f","2021-12-30 16:21:41","Timothée Kolodziejczak","DF (CB-FB, left)","94% Left",185,79,"October 1, 1991","Avion","France",NULL,"Saint-Étienne",30
"ab13a5aa","2021-12-30 16:28:23","Vicente Guaita","GK","91% Right",191,80,"January 10, 1987","Torrent","Spain",NULL,"Crystal Palace",34
"ab1ca213","2021-12-30 16:52:26","Miguel Veloso","MF (DM)","74% Left",180,79,"May 11, 1986","Coimbra Municipality","Portugal","Portugal","Verona",35
"ab4449d6","2021-12-30 16:50:07","Łukasz Skorupski","GK","89% Right",187,84,"May 5, 1991","Zabrze","Poland","Poland","Bologna",30
"ab4cf67e","2021-12-30 16:18:40","Malcolm Barcola","GK","Right",195,88,"May 14, 1999","Lyon","France","Togo","Lyon",22
"ab651565","2021-12-30 16:29:39","Nathan Redmond","FW-MF (AM-WM, left)","92% Right",173,75,"March 6, 1994","Birmingham","England","England","Southampton",27
"ab700320","2021-12-30 16:42:51","Arne Maier","MF","89% Right",183,79,"January 8, 1999","Ludwigsfelde","Germany",NULL,"Augsburg",22
"ab77d10d","2021-12-30 16:25:17","Armstrong Okoflex","MF",NULL,NULL,NULL,"March 2, 2002","Dublin","Republic of Ireland",NULL,"West Ham United",19
"ab7bf91d","2021-12-30 16:06:17","Daniel Vivian","DF","88% Right",NULL,NULL,"July 15, 1999",NULL,NULL,NULL,"Athletic Club",22
"abb3bb95","2021-12-30 16:01:37","Luuk de Jong","FW","73% Right",188,80,"August 27, 1990","Aigle","Switzerland","Netherlands","Barcelona",31
"abd56820","2021-12-30 16:13:44","Oussama Targhalline","MF",NULL,NULL,NULL,"May 20, 2002",NULL,NULL,NULL,"Marseille",19
"abe66106","2021-12-30 16:01:17","Érik Lamela","FW-MF (AM-WM, right)","91% Left",184,72,"March 4, 1992","Buenos Aires F.D.","Argentina","Argentina","Sevilla",29
"ac05f970","2021-12-30 16:24:45","Michail Antonio","FW-MF (WM)","83% Right",180,82,"March 28, 1990","Wandsworth","England","Jamaica","West Ham United",31
"ac0d576d","2021-12-30 16:28:08","Jeremy Sarmiento","FW","Right",183,73,"June 16, 2002","England","United Kingdom","Ecuador","Brighton & Hove Albion",19
"ac277993","2021-12-30 16:54:34","Tanner Tessmann","MF","79% Right",188,82,"September 24, 2001","Birmingham","Alabama","United States","Venezia",20
"ac295d9e","2021-12-30 16:01:28","Marko Dmitrović","GK","83% Left",194,90,"January 24, 1992","Subotica","Serbia","Serbia","Sevilla",29
"ac4003af","2021-12-30 16:47:02","Marco Sportiello","GK","93% Right",192,87,"May 10, 1992","Desio","Italy",NULL,"Atalanta",29
"ac454a4f","2021-12-30 16:10:10","Gerard Gumbau","MF (CM, left)","85% Left",187,78,"December 18, 1994","Campllong","Spain",NULL,"Elche",27
"ac73ec79","2021-12-30 16:40:03","Nordi Mukiele","DF-MF (CB-FB, right)","92% Right",185,74,"November 1, 1997","Montreuil","France","France","RB Leipzig",24
"ac7e640b","2021-12-30 16:54:07","Mattia Caldara","DF (CB)","89% Right",187,80,"May 5, 1994","Bergamo","Italy","Italy","Venezia",27
"ac7e7b1c","2021-12-30 16:10:41","Facundo Pellistri","FW","93% Right",174,68,"December 20, 2001","Uruguay","Uruguay",NULL,"Alavés",20
"ac861941","2021-12-30 16:25:20","Eric Dier","DF-MF (CB-DM)","85% Right",188,88,"January 15, 1994","Cheltenham","England","England","Tottenham Hotspur",27
"ac8b2421","2021-12-30 16:09:57","Helibelton Palacios","DF (FB, right)","88% Right",180,78,"June 9, 1993","Santander de Quilichao","Colombia","Colombia","Elche",28
"acc1aefa","2021-12-30 16:09:38","Ángel Algobia","MF",NULL,NULL,NULL,"June 23, 1999",NULL,NULL,NULL,"Getafe",22
"acf5410c","2021-12-30 16:01:36","Luismi","MF",NULL,166,62,"May 23, 2001",NULL,NULL,NULL,"Sevilla",20
"acf7e795","2021-12-30 16:51:10","David Zima","DF","76% Right",190,80,"November 8, 2000","Olomouc","Czech Republic","Czech Republic","Torino",21
"ad00b1a8","2021-12-30 16:38:46","Benno Schmitz","DF (FB, right)","80% Right",182,75,"November 17, 1994","Munich","Germany",NULL,"Köln",27
"ad1d6fa4","2021-12-30 16:44:17","Julian Green","FW-MF (AM-WM)","85% Right",172,60,"June 6, 1995","Tampa","Florida","United States","Greuther Fürth",26
"ad1f61f3","2021-12-30 16:28:10","Steven Alzate","MF","93% Right",180,65,"September 8, 1998","Camden","England","Colombia","Brighton & Hove Albion",23
"ad1ffcfd","2021-12-30 16:05:50","Vicente Iborra","MF (AM-DM)","83% Right",190,76,"January 16, 1988","Moncada","Spain",NULL,"Villarreal",33
"ad263695","2021-12-30 16:50:42","Nicola Bagnolini","GK",NULL,NULL,NULL,"March 14, 2004","Cesena","Italy",NULL,"Bologna",17
"ad2b068c","2021-12-30 16:41:11","Linus Gechter","DF","Right",NULL,NULL,"February 27, 2004",NULL,NULL,NULL,"Hertha BSC",17
"ad3389d5","2021-12-30 16:36:13","Lukáš Hrádecký","GK","78% Right",187,75,"November 24, 1989","Bratislava","Slovakia","Finland","Leverkusen",32
"ad513a6b","2021-12-30 16:21:58","Juan Ignacio Ramírez","FW","Right",180,73,"February 1, 1997","Mercedes","Uruguay",NULL,"Saint-Étienne",24
"ad6df2d5","2021-12-30 16:04:50","Miralem Pjanić","MF (AM-CM-DM)","92% Right",180,68,"April 2, 1990","Tuzla","Bosnia and Herzegovina","Bosnia and Herzegovina","Beşiktaş",31
"ad81ba78","2021-12-30 16:04:05","Cristo","DF",NULL,NULL,NULL,"April 30, 2000",NULL,NULL,NULL,"Real Sociedad",21
"ad82197c","2021-12-30 16:14:43","Axel Disasi","DF (CB, right)","90% Right",190,86,"March 11, 1998","Gonesse","France",NULL,"Monaco",23
"aded8e6f","2021-12-30 16:48:10","Riccardo Calafiori","DF","77% Left",183,75,"May 19, 2002","Rome","Italy",NULL,"Roma",19
"adfc9123","2021-12-30 16:04:15","Gerard Piqué","DF (CB, right)","95% Right",191,85,"February 2, 1987","Barcelona","Spain","Spain","Barcelona",34
"ae44e8e2","2021-12-30 16:40:16","Dani Olmo","FW-MF (AM)","85% Right",176,68,"May 7, 1998","Terrassa","Spain","Spain","RB Leipzig",23
"ae48c5cb","2021-12-30 16:10:50","Iván Martín","MF",NULL,NULL,NULL,"February 14, 1999",NULL,NULL,NULL,"Alavés",22
"ae4e2852","2021-12-30 16:47:39","Mattia De Sciglio","DF (FB)","80% Right",183,74,"October 20, 1992","Milan","Italy","Italy","Juventus",29
"ae4fc6a4","2021-12-30 16:28:53","Eberechi Eze","FW-MF (AM, left)","86% Right",173,70,"June 29, 1998","Greenwich","England",NULL,"Crystal Palace",23
"ae59b359","2021-12-30 16:27:20","Boubakary Soumaré","MF (DM, left)","82% Right",188,82,"February 27, 1999","Noisy-le-Sec","France",NULL,"Leicester City",22
"ae5b93a0","2021-12-30 16:20:03","Aboubakar Sidibé","FW",NULL,NULL,NULL,"May 3, 1996",NULL,NULL,NULL,"Clermont Foot",25
"ae69ed95","2021-12-30 16:19:43","Gabriel Mutombo","DF (CB)","Right",186,75,"January 19, 1996","Villeurbanne","France",NULL,"Troyes",25
"ae7058f9","2021-12-30 16:53:56","Julian Chabot","DF (CB, left)","89% Left",194,90,"February 12, 1998","Hanau","Germany",NULL,"Sampdoria",23
"ae7d0ecd","2021-12-30 16:20:44","Alexandre Oukidja","GK","92% Right",185,78,"July 19, 1988","Nevers","France","Algeria","Metz",33
"ae86d473","2021-12-30 16:05:11","Maranhão","FW","84% Right",184,80,"October 20, 1996","Coroatá","Brazil",NULL,"Valencia",25
"ae94a6c5","2021-12-30 16:48:17","Edoardo Bove","MF","Right",171,61,"May 16, 2002",NULL,NULL,NULL,"Roma",19
"ae9898c5","2021-12-30 16:57:23","Matteo Ruggeri","DF","Left",179,70,"July 11, 2002","San Giovanni Bianco","Italy",NULL,"Salernitana",19
"aed3a70f","2021-12-30 16:29:03","Ollie Watkins","FW-MF","83% Right",180,70,"December 30, 1995","Torbay","England","England","Aston Villa",26
"aed746df","2021-12-30 16:10:41","Édgar Méndez","FW-MF (AM-WM)","81% Right",188,75,"January 2, 1990","Arafo","Spain",NULL,"Alavés",31
"aeed5c06","2021-12-30 16:36:15","Moussa Diaby","FW-MF (AM)","72% Left",170,65,"July 7, 1999","Paris","France","France","Leverkusen",22
